Transaction Hash,Status,Method,Blockno,DateTime (UTC),From,From_Nametag,To,To_Nametag,Value,Txn Fee
"0x31503cda5d065e3bc1945403a46ad45c1c84ac66c78a89529f44ae0ffec9a408","Error in Main Txn : Reverted","Exec Transaction","9681162","2020-03-16 07:15:22","0xb0a23f40de7f776a4f20153e8995ed3e7d7c8487","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.00194885"
"0x3042992c635dde47fae44535e2b3d1220a18d20e7e0f08ae71f39be52f2f8c78","Success","Approve Hash","9681162","2020-03-16 07:15:22","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0023103"
"0x8a1094b7b4a46ae7098adee57a77bfbfe655fb2a97d39128cc0de4861695a4d0","Success","Approve Hash","9681161","2020-03-16 07:15:08","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0023103"
"0x6bd5a61de558d27b16cfc2c43c76728c3e3b911c812f284fc3bf3261e2e3559d","Success","Approve Hash","9681160","2020-03-16 07:14:53","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0023103"
"0xb3e9266788d377351114b43015c70bc031c6ab8dca0cf7c95b15ebe5fb0685cb","Success","Approve Hash","9681160","2020-03-16 07:14:53","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0013503"
"0x6d7025b5ca0845d12c87af4593d725f633ce4fcabba5efe84a20ceab3cb22955","Success","Approve Hash","9681160","2020-03-16 07:14:53","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0013503"
"0x77a14d2e28e0d3f427037517ef97c267cfa1ccbdb562ea2bf5fd3b23a43e5658","Success","Approve Hash","9681160","2020-03-16 07:14:53","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.00081322"
"0xdae749f835163deadd269955ed4711e03859226b4089a70208f891766e1748ac","Success","Exec Transaction","9681160","2020-03-16 07:14:53","0xa331986ec34e103d567937b293ff8103330feada","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.00073648"
"0xc7e6dae97364989207afb3a10fd9bc8920ceee584cd6aaa24b1e29b3971a6933","Success","Approve Hash","9681154","2020-03-16 07:12:31","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0023103"
"0x5a43164c6751a93aa6ff8383b2258131e5bb388aefaf717c25df71eecfef6dbb","Success","Approve Hash","9681149","2020-03-16 07:11:40","0xb0a23f40de7f776a4f20153e8995ed3e7d7c8487","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.00138618"
"0xb7c0cfc758e3504bd30a368dd8878f19f2c2d7b49026429b817778ba2dd62aec","Success","Approve Hash","9681148","2020-03-16 07:10:40","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0023103"
"0xaff249d2009ad5e2566419dea17da182e04561e2ab3aea6115cde84ff8d924eb","Success","Approve Hash","9681148","2020-03-16 07:10:40","0x9ddd076e9073732eb024195eb944e7ec7149baf6","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.0023103"
"0x012e76228937f78b98677874000efae4f4b3f7b1fc7d39cd456b74ab6d4351af","Success","Exec Transaction","9681147","2020-03-16 07:10:20","0xb0a23f40de7f776a4f20153e8995ed3e7d7c8487","","0xeb3107117fead7de89cd14d463d340a2e6917769","Synthetix: protocolDAO","0 ETH","0.00099975"
